ORDEN,NOMBRE_BAREMO,DOMINIO,TABLA_OBJETIVO,CAMPO_OBJETIVO,REGLA,CAMPO_EVAL,VALOR_ORIGEN,VALOR_DESTINO,DESCRIPCION_VALOR,PROCESOS
1497,rep_relev_banco_op_inu_ap_materno_01,,tmp_upld.tmp_drv_reporte_relevantes_banco_mes,op_inu_ap_materno,Calculado,,,"translate(trim(regexp_replace(op_inu_ap_materno, '(?<= ) +', '')),'üéäëïÄÉöÖÜáíóúñÑÁËÍÏÓÚ','ueaeiAEoOUaiounNAEIIOU')",,RELEVB40@RELEVB37
1498,rep_relev_banco_op_inu_desc_oper_01,,tmp_upld.tmp_drv_reporte_relevantes_banco_mes,op_inu_desc_oper,Calculado,,,"translate(trim(regexp_replace(op_inu_desc_oper, '(?<= ) +', '')),'üéäëïÄÉöÖÜáíóúñÑÁËÍÏÓÚ','ueaeiAEoOUaiounNAEIIOU')",,RELEVB40@RELEVB37
1499,rep_relev_banco_op_inu_razon_01,,tmp_upld.tmp_drv_reporte_relevantes_banco_mes,op_inu_razon,Calculado,,,"translate(trim(regexp_replace(op_inu_razon, '(?<= ) +', '')),'üéäëïÄÉöÖÜáíóúñÑÁËÍÏÓÚ','ueaeiAEoOUaiounNAEIIOU')",,RELEVB40@RELEVB37
1500,rep_relev_banco_op_inu_extra_01,,tmp_upld.tmp_drv_reporte_relevantes_banco_mes,op_inu_extra,Calculado,,,"translate(trim(regexp_replace(op_inu_extra, '(?<= ) +', '')),'üéäëïÄÉöÖÜáíóúñÑÁËÍÏÓÚ','ueaeiAEoOUaiounNAEIIOU')",,RELEVB40@RELEVB37
1501,rep_relev_consumo_folio,,tmp_upld.tmp_drv_reporte_relevantes_consumo_trimestre,folio,Calculado,,,"translate(trim(regexp_replace(folio, ' ', '')),'üéäëïÄÉöÖÜáíóúñÑÁËÍÏÓÚ','ueaeiAEoOUaiounNAEIIOU')",,RELEVC32
1502,rep_relev_consumo_cve_organo_supervisor,,tmp_upld.tmp_drv_reporte_relevantes_consumo_trimestre,cve_organo_supervisor,Calculado,,,"translate(trim(regexp_replace(cve_organo_supervisor, ' ', '')),'üéäëïÄÉöÖÜáíóúñÑÁËÍÏÓÚ','ueaeiAEoOUaiounNAEIIOU')",,RELEVC32@RELEVC29
1503,rep_relev_consumo_cve_sujeto,,tmp_upld.tmp_drv_reporte_relevantes_consumo_trimestre,cve_sujeto,Calculado,,,"translate(trim(regexp_replace(cve_sujeto, ' ', '')),'üéäëïÄÉöÖÜáíóúñÑÁËÍÏÓÚ','ueaeiAEoOUaiounNAEIIOU')",,RELEVC32@RELEVC29
1504,rep_relev_consumo_cve_localidad_suc,,tmp_upld.tmp_drv_reporte_relevantes_consumo_trimestre,cve_localidad_suc,Calculado,,,"translate(trim(regexp_replace(cve_localidad_suc, ' ', '')),'üéäëïÄÉöÖÜáíóúñÑÁËÍÏÓÚ','ueaeiAEoOUaiounNAEIIOU')",,RELEVC32@RELEVC29
1505,rep_relev_consumo_cod_sucursal,,tmp_upld.tmp_drv_reporte_relevantes_consumo_trimestre,cod_sucursal,Calculado,,,"translate(trim(regexp_replace(cod_sucursal, ' ', '')),'üéäëïÄÉöÖÜáíóúñÑÁËÍÏÓÚ','ueaeiAEoOUaiounNAEIIOU')",,RELEVC32@RELEVC29
1506,rep_relev_consumo_cve_tipo_operacion,,tmp_upld.tmp_drv_reporte_relevantes_consumo_trimestre,cve_tipo_operacion,Calculado,,,"translate(trim(regexp_replace(cve_tipo_operacion, ' ', '')),'üéäëïÄÉöÖÜáíóúñÑÁËÍÏÓÚ','ueaeiAEoOUaiounNAEIIOU')",,RELEVC32@RELEVC29
1507,rep_relev_consumo_instrumento_monetario,,tmp_upld.tmp_drv_reporte_relevantes_consumo_trimestre,instrumento_monetario,Calculado,,,"translate(trim(regexp_replace(instrumento_monetario, ' ', '')),'üéäëïÄÉöÖÜáíóúñÑÁËÍÏÓÚ','ueaeiAEoOUaiounNAEIIOU')",,RELEVC32@RELEVC29
1508,rep_relev_consumo_cuenta,,tmp_upld.tmp_drv_reporte_relevantes_consumo_trimestre,cuenta,Calculado,,,"translate(trim(regexp_replace(cuenta, ' ', '')),'üéäëïÄÉöÖÜáíóúñÑÁËÍÏÓÚ','ueaeiAEoOUaiounNAEIIOU')",,RELEVC32@RELEVC29
1509,rep_relev_consumo_monto,,tmp_upld.tmp_drv_reporte_relevantes_consumo_trimestre,monto,Calculado,,,"translate(trim(regexp_replace(monto, ' ', '')),'üéäëïÄÉöÖÜáíóúñÑÁËÍÏÓÚ','ueaeiAEoOUaiounNAEIIOU')",,RELEVC32@RELEVC29
1510,rep_relev_consumo_divisa,,tmp_upld.tmp_drv_reporte_relevantes_consumo_trimestre,divisa,Calculado,,,"translate(trim(regexp_replace(divisa, ' ', '')),'üéäëïÄÉöÖÜáíóúñÑÁËÍÏÓÚ','ueaeiAEoOUaiounNAEIIOU')",,RELEVC32@RELEVC29
1511,rep_relev_consumo_fch_deteccion_operacion,,tmp_upld.tmp_drv_reporte_relevantes_consumo_trimestre,fch_deteccion_operacion,Calculado,,,"translate(trim(regexp_replace(fch_deteccion_operacion, ' ', '')),'üéäëïÄÉöÖÜáíóúñÑÁËÍÏÓÚ','ueaeiAEoOUaiounNAEIIOU')",,RELEVC32@RELEVC29
1512,rep_relev_consumo_cod_pais_nac_h,,tmp_upld.tmp_drv_reporte_relevantes_consumo_trimestre,cod_pais_nac_h,Calculado,,,"translate(trim(regexp_replace(cod_pais_nac_h, ' ', '')),'üéäëïÄÉöÖÜáíóúñÑÁËÍÏÓÚ','ueaeiAEoOUaiounNAEIIOU')",,RELEVC32@RELEVC29
1513,rep_relev_consumo_tipo_persona,,tmp_upld.tmp_drv_reporte_relevantes_consumo_trimestre,tipo_persona,Calculado,,,"translate(trim(regexp_replace(tipo_persona, ' ', '')),'üéäëïÄÉöÖÜáíóúñÑÁËÍÏÓÚ','ueaeiAEoOUaiounNAEIIOU')",,RELEVC32@RELEVC29
1514,rep_relev_consumo_razon_soc,,tmp_upld.tmp_drv_reporte_relevantes_consumo_trimestre,razon_soc,Calculado,,,"translate(trim(regexp_replace(razon_soc, '(?<= ) +', '')),'üéäëïÄÉöÖÜáíóúñÑÁËÍÏÓÚ','ueaeiAEoOUaiounNAEIIOU')",,RELEVC32@RELEVC29
1515,rep_relev_consumo_nombre,,tmp_upld.tmp_drv_reporte_relevantes_consumo_trimestre,nombre,Calculado,,,"translate(trim(regexp_replace(nombre, '(?<= ) +', '')),'üéäëïÄÉöÖÜáíóúñÑÁËÍÏÓÚ','ueaeiAEoOUaiounNAEIIOU')",,RELEVC32@RELEVC29
1516,rep_relev_consumo_ap_paterno,,tmp_upld.tmp_drv_reporte_relevantes_consumo_trimestre,ap_paterno,Calculado,,,"translate(trim(regexp_replace(ap_paterno, '(?<= ) +', '')),'üéäëïÄÉöÖÜáíóúñÑÁËÍÏÓÚ','ueaeiAEoOUaiounNAEIIOU')",,RELEVC32@RELEVC29
1517,rep_relev_consumo_ap_materno,,tmp_upld.tmp_drv_reporte_relevantes_consumo_trimestre,ap_materno,Calculado,,,"translate(trim(regexp_replace(ap_materno, '(?<= ) +', '')),'üéäëïÄÉöÖÜáíóúñÑÁËÍÏÓÚ','ueaeiAEoOUaiounNAEIIOU')",,RELEVC32@RELEVC29
1518,rep_relev_consumo_CURP,,tmp_upld.tmp_drv_reporte_relevantes_consumo_trimestre,CURP,Calculado,,,"translate(trim(regexp_replace(CURP, ' ', '')),'üéäëïÄÉöÖÜáíóúñÑÁËÍÏÓÚ','ueaeiAEoOUaiounNAEIIOU')",,RELEVC32@RELEVC29
1519,rep_relev_consumo_RFC,,tmp_upld.tmp_drv_reporte_relevantes_consumo_trimestre,RFC,Calculado,,,"translate(trim(regexp_replace(RFC, ' ', '')),'üéäëïÄÉöÖÜáíóúñÑÁËÍÏÓÚ','ueaeiAEoOUaiounNAEIIOU')",,RELEVC32@RELEVC29
1520,rep_relev_consumo_domicilio_unificado,,tmp_upld.tmp_drv_reporte_relevantes_consumo_trimestre,domicilio_unificado,Calculado,,,"translate(trim(regexp_replace(domicilio_unificado, '(?<= ) +', '')),'üéäëïÄÉöÖÜáíóúñÑÁËÍÏÓÚ','ueaeiAEoOUaiounNAEIIOU')",,RELEVC32@RELEVC29
1521,rep_relev_consumo_colonia,,tmp_upld.tmp_drv_reporte_relevantes_consumo_trimestre,colonia,Calculado,,,"translate(trim(regexp_replace(colonia, '(?<= ) +', '')),'üéäëïÄÉöÖÜáíóúñÑÁËÍÏÓÚ','ueaeiAEoOUaiounNAEIIOU')",,RELEVC32@RELEVC29
1522,rep_relev_consumo_ciudad_poblacion,,tmp_upld.tmp_drv_reporte_relevantes_consumo_trimestre,ciudad_poblacion,Calculado,,,"translate(trim(regexp_replace(ciudad_poblacion, ' ', '')),'üéäëïÄÉöÖÜáíóúñÑÁËÍÏÓÚ','ueaeiAEoOUaiounNAEIIOU')",,RELEVC32@RELEVC29
1523,rep_relev_consumo_telefono,,tmp_upld.tmp_drv_reporte_relevantes_consumo_trimestre,telefono,Calculado,,,"translate(trim(regexp_replace(telefono, ' ', '')),'üéäëïÄÉöÖÜáíóúñÑÁËÍÏÓÚ','ueaeiAEoOUaiounNAEIIOU')",,RELEVC32@RELEVC29
1524,rep_relev_consumo_actividad_economica,,tmp_upld.tmp_drv_reporte_relevantes_consumo_trimestre,actividad_economica,Calculado,,,"translate(trim(regexp_replace(actividad_economica, ' ', '')),'üéäëïÄÉöÖÜáíóúñÑÁËÍÏÓÚ','ueaeiAEoOUaiounNAEIIOU')",,RELEVC32@RELEVC29
1525,rep_relev_consumo_op_inu_agente,,tmp_upld.tmp_drv_reporte_relevantes_consumo_trimestre,op_inu_agente,Calculado,,,"translate(trim(regexp_replace(op_inu_agente, '(?<= ) +', '')),'üéäëïÄÉöÖÜáíóúñÑÁËÍÏÓÚ','ueaeiAEoOUaiounNAEIIOU')",,RELEVC32@RELEVC29
1526,rep_relev_consumo_op_inu_ag_ap_paterno,,tmp_upld.tmp_drv_reporte_relevantes_consumo_trimestre,op_inu_ag_ap_paterno,Calculado,,,"translate(trim(regexp_replace(op_inu_ag_ap_paterno, '(?<= ) +', '')),'üéäëïÄÉöÖÜáíóúñÑÁËÍÏÓÚ','ueaeiAEoOUaiounNAEIIOU')",,RELEVC32@RELEVC29
1527,rep_relev_consumo_op_inu_ag_ap_materno,,tmp_upld.tmp_drv_reporte_relevantes_consumo_trimestre,op_inu_ag_ap_materno,Calculado,,,"translate(trim(regexp_replace(op_inu_ag_ap_materno, '(?<= ) +', '')),'üéäëïÄÉöÖÜáíóúñÑÁËÍÏÓÚ','ueaeiAEoOUaiounNAEIIOU')",,RELEVC32@RELEVC29
1528,rep_relev_consumo_op_inu_rfc,,tmp_upld.tmp_drv_reporte_relevantes_consumo_trimestre,op_inu_rfc,Calculado,,,"translate(trim(regexp_replace(op_inu_rfc, ' ', '')),'üéäëïÄÉöÖÜáíóúñÑÁËÍÏÓÚ','ueaeiAEoOUaiounNAEIIOU')",,RELEVC32@RELEVC29
1529,rep_relev_consumo_op_inu_curp,,tmp_upld.tmp_drv_reporte_relevantes_consumo_trimestre,op_inu_curp,Calculado,,,"translate(trim(regexp_replace(op_inu_curp, ' ', '')),'üéäëïÄÉöÖÜáíóúñÑÁËÍÏÓÚ','ueaeiAEoOUaiounNAEIIOU')",,RELEVC32@RELEVC29
1530,rep_relev_consumo_op_inu_consec_cuenta,,tmp_upld.tmp_drv_reporte_relevantes_consumo_trimestre,op_inu_consec_cuenta,Calculado,,,"translate(trim(regexp_replace(op_inu_consec_cuenta, ' ', '')),'üéäëïÄÉöÖÜáíóúñÑÁËÍÏÓÚ','ueaeiAEoOUaiounNAEIIOU')",,RELEVC32@RELEVC29
1531,rep_relev_consumo_op_inu_cuenta,,tmp_upld.tmp_drv_reporte_relevantes_consumo_trimestre,op_inu_cuenta,Calculado,,,"translate(trim(regexp_replace(op_inu_cuenta, ' ', '')),'üéäëïÄÉöÖÜáíóúñÑÁËÍÏÓÚ','ueaeiAEoOUaiounNAEIIOU')",,RELEVC32@RELEVC29
1532,rep_relev_consumo_op_inu_cve_sujeto,,tmp_upld.tmp_drv_reporte_relevantes_consumo_trimestre,op_inu_cve_sujeto,Calculado,,,"translate(trim(regexp_replace(op_inu_cve_sujeto, ' ', '')),'üéäëïÄÉöÖÜáíóúñÑÁËÍÏÓÚ','ueaeiAEoOUaiounNAEIIOU')",,RELEVC32@RELEVC29
1533,rep_relev_consumo_op_inu_nombre,,tmp_upld.tmp_drv_reporte_relevantes_consumo_trimestre,op_inu_nombre,Calculado,,,"translate(trim(regexp_replace(op_inu_nombre, '(?<= ) +', '')),'üéäëïÄÉöÖÜáíóúñÑÁËÍÏÓÚ','ueaeiAEoOUaiounNAEIIOU')",,RELEVC32@RELEVC29
1534,rep_relev_consumo_op_inu_ap_paterno,,tmp_upld.tmp_drv_reporte_relevantes_consumo_trimestre,op_inu_ap_paterno,Calculado,,,"translate(trim(regexp_replace(op_inu_ap_paterno, '(?<= ) +', '')),'üéäëïÄÉöÖÜáíóúñÑÁËÍÏÓÚ','ueaeiAEoOUaiounNAEIIOU')",,RELEVC32@RELEVC29
1535,rep_relev_consumo_op_inu_ap_materno,,tmp_upld.tmp_drv_reporte_relevantes_consumo_trimestre,op_inu_ap_materno,Calculado,,,"translate(trim(regexp_replace(op_inu_ap_materno, '(?<= ) +', '')),'üéäëïÄÉöÖÜáíóúñÑÁËÍÏÓÚ','ueaeiAEoOUaiounNAEIIOU')",,RELEVC32@RELEVC29
1536,rep_relev_consumo_op_inu_desc_oper,,tmp_upld.tmp_drv_reporte_relevantes_consumo_trimestre,op_inu_desc_oper,Calculado,,,"translate(trim(regexp_replace(op_inu_desc_oper, '(?<= ) +', '')),'üéäëïÄÉöÖÜáíóúñÑÁËÍÏÓÚ','ueaeiAEoOUaiounNAEIIOU')",,RELEVC32@RELEVC29
1537,rep_relev_consumo_op_inu_razon,,tmp_upld.tmp_drv_reporte_relevantes_consumo_trimestre,op_inu_razon,Calculado,,,"translate(trim(regexp_replace(op_inu_razon, '(?<= ) +', '')),'üéäëïÄÉöÖÜáíóúñÑÁËÍÏÓÚ','ueaeiAEoOUaiounNAEIIOU')",,RELEVC32@RELEVC29
1538,rep_relev_consumo_op_inu_extra,,tmp_upld.tmp_drv_reporte_relevantes_consumo_trimestre,op_inu_extra,Calculado,,,"translate(trim(regexp_replace(op_inu_extra, '(?<= ) +', '')),'üéäëïÄÉöÖÜáíóúñÑÁËÍÏÓÚ','ueaeiAEoOUaiounNAEIIOU')",,RELEVC32@RELEVC29
1539,rep_relev_consumo_fch_operacion1,,tmp_upld.tmp_drv_reporte_relevantes_consumo_trimestre,fch_operacion,Calculado,,,"translate(trim(regexp_replace(fch_operacion, ' ', '')),'üéäëïÄÉöÖÜáíóúñÑÁËÍÏÓÚ','ueaeiAEoOUaiounNAEIIOU')",,RELEVC32@RELEVC29
1540,rep_relev_banco_fch_operacion1,,tmp_upld.tmp_drv_reporte_relevantes_banco_mes,fch_operacion,Calculado,,,"translate(trim(regexp_replace(fch_operacion, ' ', '')),'üéäëïÄÉöÖÜáíóúñÑÁËÍÏÓÚ','ueaeiAEoOUaiounNAEIIOU')",,RELEVB40@RELEVB37
1541,clacon_trcamb,,tmp_upld.tmp_rep_transfer_pre_mae_e_trans_rec@tmp_upld.tmp_rep_transfer_pre_mae_e_trans_env,TRIM(cod_referencia),Clacon,Cadena,!=,TR-CAMB,,RTRANS86@RTRANS87@RTRANS02
1542,trans_id_titular_e-trans,,tmp_upld.tmp_rep_transfer_rel_e_trans_titul,idtitular,Calculado,,,"row_number()over(partition by cod_referencia,num_calid_part,num_men_indice,cod_tipo_relacion,cod_sistema order by if(fch_nacim_alt IS NULL, '1910-01-01', fch_nacim_alt) desc)",,RTRANS90
1543,clacon_titular-transf,,tmp_upld.tmp_rep_transfer_rel_e_trans_titul,num_calid_part,Clacon,Cadena,=,TI,,RTRANS92
1544,clacon_num_orden_part_transf,,tmp_upld.tmp_rep_transfer_rel_e_trans_titul,num_orden_part,Clacon,Numero,=,1,,RTRANS92@RTRANS93@RTRANS94
1545,transfer_flag_buc_principal,,tmp_upld.transf_buc_cre_bkt_base_01,flag_BUC_Santander_1,Calculado,,,"IF(rel.num_cta IS NULL, 1, 0)",,RTRANS116@RTRANS110@RTRANS98@RTRANS104
1546,transfer_id_titular_buc,,tmp_upld.transf_buc_cre_bkt_base_01,id_titular,Calculado,,,"row_number() over (PARTITION BY mae.cod_referencia order by if(fch_nacim_alt IS NULL, '1910-01-01', fch_nacim_alt) desc)",,RTRANS116@RTRANS110@RTRANS98@RTRANS104
1547,transfer_flag_buc_complementaria,,tmp_upld.transf_buc_cre_bkt_base_03,flag_BUC_Santander,Calculado,,,case when per.cod_tipo_per_alt = 'F' and per.num_calid_part != 'TI' AND (per.cod_nivel_riesgo_pld!='3' or per.cod_nivel_riesgo_pld IS NULL) AND per.NUM_ORDEN_PART = 1  then 0 else 1 end,,RTRANS118@RTRANS112@RTRANS100@RTRANS106
1548,transfer_prior_apod_transf,,tmp_upld.transf_buc_cre_bkt_base_03,prior_apode,Calculado,,,CASE WHEN per.num_calid_part='RL' THEN 1 WHEN per.num_calid_part='PO' THEN 2 WHEN per.num_calid_part='TR' THEN 3 WHEN per.num_calid_part='AU' THEN 4 WHEN per.num_calid_part='RP' THEN 5 WHEN per.num_calid_part='CT' THEN 6 WHEN per.num_calid_part='TI' THEN 7 ELSE 7 END,,RTRANS118@RTRANS112@RTRANS100@RTRANS106@RTRANS93
1549,transfer_num_orden_part,,tmp_upld.transf_buc_cre_bkt_base_03,num_orden_part,Calculado,,,"if(per.NUM_ORDEN_PART IS NULL, 1000, per.NUM_ORDEN_PART)",,RTRANS118@RTRANS112@RTRANS100@RTRANS106
1550,transfer_secuencial_disc,,tmp_upld.transf_buc_cre_bkt_base_04,secuencial,Calculado,,,"row_number() over (partition by cod_referencia order by cod_tipo_relacion asc, NUM_ORDEN_PART asc, prior_apode asc, if(fch_nacim_alt IS NULL, '1910-01-01', fch_nacim_alt) desc)",,RTRANS101@RTRANS119
1551,transfer_flag_encendida_buc_comp,,tmp_upld.transf_buc_cre_bkt_sin_apo,bs.flag_BUC_Santander,Clacon,Numero,=,1,,RTRANS120@RTRANS114@RTRANS102@RTRANS108
1552,transfer_secuencial_def,,tmp_upld.transf_buc_cre_bkt_sin_apo,SECUENCIAL,Clacon,Numero,=,1,,RTRANS120@RTRANS121@RTRANS114@RTRANS115@RTRANS102@RTRANS108@RTRANS109@RTRANS103
1553,transfer_cod_relacion_ord,,tmp_upld.transf_buc_cre_bkt_sin_apo,cod_tipo_relacion,Clacon,Cadena,=,ORD,,RTRANS120@RTRANS114@RTRANS102@RTRANS127@RTRANS108@RTRANS129
1554,transfer_flag_encendida_buc_princ,,tmp_upld.transf_buc_cre_bkt_sin_apo_def,bs.flag_BUC_Santander_1,Clacon,Numero,=,1,,RTRANS129@RTRANS130@RTRANS127@RTRANS128
1555,transfer_flag_apagada_buc_comp,,tmp_upld.transf_buc_cre_bkt_con_apo,flag_BUC_Santander,Clacon,Numero,=,0,,RTRANS121@RTRANS115@RTRANS103@RTRANS109
1556,transf_num_men_indice_aux_com,,tmp_upld.transf_buc_cre_bkt_base_03,num_men_indice_aux,Calculado,,,cast(NULL as int),,RTRANS118@RTRANS112@RTRANS100@RTRANS106@RTRANS94
1557,transf_flag_apodaux_com,,tmp_upld.transf_buc_cre_bkt_base_03,flag_apodaux,Calculado,,,'N',,RTRANS118@RTRANS112@RTRANS100@RTRANS106@RTRANS94
1558,transf_cod_referencia_aux_com,,tmp_upld.transf_buc_cre_bkt_base_03,cod_referencia_aux,Calculado,,,'N/A',,RTRANS118@RTRANS112@RTRANS100@RTRANS106@RTRANS94
1559,transfer_id_orden_e_trans,,tmp_upld.transf_buc_santander_base_01,id_orden,Calculado,,,row_number() over (order by cat.dsc_nombre_catalogo asc),,RTRANS92
1560,transfer_titular_fec_e_trans,,tmp_upld.transf_buc_santander_base_01,titular_fec,Calculado,,,"row_number() over (order by cat.dsc_nombre_catalogo asc, rel.fch_nacim_alt desc)",,RTRANS92
1561,clacon_transfer_cod_sistema,,tmp_upld.transf_buc_santander_base_01,cod_sistema,Clacon,NUMERO,IN,14,,RTRANS92@RTRANS93@RTRANS94
1562,clacon_transfer_cod_sistema,,tmp_upld.transf_buc_santander_base_01,cod_sistema,Clacon,NUMERO,IN,33,,RTRANS92@RTRANS93@RTRANS94
1563,transfer_tipo_moral,,tmp_upld.transf_buc_santander_base_01,cod_tipo_per_alt,Clacon,Cadena,=,J,,RTRANS92
1564,transfer_tipo_fisico,,tmp_upld.transf_buc_santander_base_02,per.cod_tipo_per_alt,Clacon,Cadena,=,F,,RTRANS93@RTRANS94
1565,transfer_registro_buc,,tmp_upld.transf_buc_santander_base_03,registro,Calculado,,,"row_number() over (partition by base.cod_tipo_relacion order by base.id_orden asc, base.cod_per asc, base.prior_apode asc, base.fch_nacim_alt desc)",,RTRANS94
1566,transfer_secuencial_buc,,tmp_upld.transf_buc_santander_base_03,secuencial,Calculado,,,"row_number() over (partition by per.cod_referencia,num_men_indice order by base.id_orden asc, base.cod_per asc, base.prior_apode asc, base.fch_nacim_alt desc)",,RTRANS94
1567,transfer_flag_filtro_buc,,tmp_upld.transf_buc_rec_e_trans_sin_apo_def,id_titular,Clacon,NUMERO,=,1,,RTRANS127@RTRANS128@RTRANS130@RTRANS129
1568,transfer_aplicativo_e_trans,,tmp_upld.tmp_rep_transfer_cruce_e_trans_env1,aplicativo,Clacon,Cadena,=,E-transfer,,RTRANS03@RTRANS98@RTRANS13@RTRANS104
1569,transfer_aplicativo_bkt,,tmp_upld.transf_buc_deb_bkt_base_03,aplicativo,Clacon,Cadena,=,Banktrade,,RTRANS110@RTRANS116
1570,transfer_secuencial_disc_2,,tmp_upld.transf_buc_cre_bkt_base_04,secuencial,Calculado,,,"row_number() over (partition by cod_referencia order by cod_tipo_relacion desc, NUM_ORDEN_PART asc, prior_apode asc, if(fch_nacim_alt IS NULL, '1910-01-01', fch_nacim_alt) desc)",,RTRANS107@RTRANS113
1571,transfer_filtro_credito,,tmp_upld.transf_buc_cre_bkt_base_01,1000,Clacon,Numero,=,1000,,RTRANS116
1572,transfer_filtro_debito,,tmp_upld.transf_buc_deb_bkt_base_01,1000,Clacon,Numero,=,1000,,RTRANS110
1573,transfer_filtro_enviadas,,tmp_upld.transf_buc_deb_bkt_base_01,1000,Clacon,Numero,=,1000,,RTRANS98
1574,transfer_filtro_recibidas,,tmp_upld.transf_buc_deb_bkt_base_01,1000,Clacon,Numero,=,1000,,RTRANS104
1575,CLACON_TRANS_COD_TIPO_TRANSFERENCIA_REC,,tmp_upld.tmp_rep_trans_preparacion_datos_env,cod_tipo_transferencia,Clacon,Cadena,IN,1,,RTRANS104
1576,num_tlf_prefijo_h_redef_cam,,tmp_upld.tmp_rep_cheques_flags_camara,num_tlf_prefijo_h,Calculado,,,CASE WHEN (TRIM(num_tlf_prefijo_h) = '52' OR num_tlf_prefijo_h IS NULL OR UPPER(TRIM(num_tlf_prefijo_h))='ND' OR TRIM(num_tlf_prefijo_h)='') THEN 'MX' ELSE TRIM(num_tlf_prefijo_h) END,,CHEQC60
1577,num_tlf_prefijo_h_redef_cap,,tmp_upld.tmp_rep_cheques_flags_captacion,num_tlf_prefijo_h,Calculado,,,CASE WHEN (TRIM(num_tlf_prefijo_h) = '52' or num_tlf_prefijo_h IS NULL OR UPPER(TRIM(num_tlf_prefijo_h))='ND' OR TRIM(num_tlf_prefijo_h)='') THEN 'MX' ELSE TRIM(num_tlf_prefijo_h) END,,CHEQC56
1578,cheques_buc_secuencial,,tmp_upld.tmp_rep_cheques_buc_santander_banco_1,secuencial,Calculado,,,"row_number() OVER (ORDER BY fch_const DESC, dsc_nombre_catalogo ASC)",,CHEQC77
1579,cheques_captacion_prior_apode,,tmp_upld.tmp_rep_cheques_buc_cruce_apoderado,prior_apode,Calculado,,,CASE WHEN rel.num_calid_part='RL' THEN 1 WHEN rel.num_calid_part='PO' THEN 2 WHEN rel.num_calid_part='TR' THEN 3 WHEN rel.num_calid_part='AU' THEN 4 WHEN rel.num_calid_part='RP' THEN 5 WHEN rel.num_calid_part='CT' THEN 6 ELSE 7 END,,CHEQC79
1580,cheque_apoderado_prior_secuencial,,tmp_upld.tmp_rep_cheques_buc_cruce_apoderado_1,secuencial,Calculado,,,"row_number() OVER (ORDER BY fch_corte_datos DESC, prior_apode ASC)",,CHEQC80
1581,cod_tipo_per_cheques_sin_tipo,,tmp_upld.tmp_rep_cheques_buc_santender_cruce_apoderado,cod_tipo_per,Calculado,,,CASE WHEN mae.cod_tipo_per IS NULL THEN 'J' ELSE mae.cod_tipo_per END,,CHEQC81
1582,prim_apell_apode_cheques_sin_tipo,,tmp_upld.tmp_rep_cheques_buc_santender_cruce_apoderado,txt_prim_apell_apode,Calculado,,,CASE WHEN mae.cod_tipo_per IS NULL THEN buc_apode.txt_prim_apell ELSE mae.txt_prim_apell_apode END,,CHEQC81
1583,fch_nacim_cheques_sin_tipo,,tmp_upld.tmp_rep_cheques_buc_santender_cruce_apoderado,fch_nacim,Calculado,,,CASE WHEN mae.cod_tipo_per IS NULL THEN buc_apode.fch_nacim ELSE mae.fch_nacim END,,CHEQC81
1584,cod_pais_nac_orig_cheques_sin_tipo,,tmp_upld.tmp_rep_cheques_buc_santender_cruce_apoderado,cod_pais_nac_orig,Calculado,,,CASE WHEN mae.cod_tipo_per IS NULL THEN buc_apode.buc_cod_pais_orig ELSE mae.cod_pais_nac_orig END,,CHEQC81
1585,nomb_razon_soc_apode_cheques_sin_tipo,,tmp_upld.tmp_rep_cheques_buc_santender_cruce_apoderado,txt_nomb_razon_soc_apode,Calculado,,,CASE WHEN mae.cod_tipo_per IS NULL THEN buc_apode.txt_nomb_razon_soc ELSE mae.txt_nomb_razon_soc_apode END,,CHEQC81
1586,cod_per_cargo_cheques_sin_tipo,,tmp_upld.tmp_rep_cheques_buc_santender_cruce_apoderado,cod_per_cargo,Calculado,,,CASE WHEN mae.cod_tipo_per IS NULL THEN buc_apode.buc_cod_per_cargo ELSE mae.cod_per_cargo END,,CHEQC81
1587,cod_nac_per_cheques_sin_tipo,,tmp_upld.tmp_rep_cheques_buc_santender_cruce_apoderado,cod_nac_per,Calculado,,,CASE WHEN mae.cod_tipo_per IS NULL THEN buc_apode.buc_cod_nac_per ELSE mae.cod_nac_per END,,CHEQC81
1588,cod_act_esp_cheques_sin_tipo,,tmp_upld.tmp_rep_cheques_buc_santender_cruce_apoderado,cod_act_esp,Calculado,,,CASE WHEN mae.cod_tipo_per IS NULL THEN buc_apode.buc_cod_act_esp ELSE mae.cod_act_esp END,,CHEQC81
1589,cod_nivel_riesgo_pld_cheques_sin_tipo,,tmp_upld.tmp_rep_cheques_buc_santender_cruce_apoderado,cod_nivel_riesgo_pld,Calculado,,,CASE WHEN mae.cod_tipo_per IS NULL THEN buc_apode.buc_cod_niv_riesgo_pld ELSE mae.cod_nivel_riesgo_pld END,,CHEQC81
1590,segun_apell_apode_cheques_sin_tipo,,tmp_upld.tmp_rep_cheques_buc_santender_cruce_apoderado,txt_segun_apell_apode,Calculado,,,CASE WHEN mae.cod_tipo_per IS NULL THEN buc_apode.txt_segun_apell ELSE mae.txt_segun_apell_apode END,,CHEQC81
1591,txt_nomb_razon_soc_cheques_sin_tipo,,tmp_upld.tmp_rep_cheques_buc_santender_cruce_apoderado,txt_nomb_razon_soc,Calculado,,,CASE WHEN mae.cod_tipo_per IS NULL THEN buc_apode.buc_razon_soc ELSE mae.txt_nomb_razon_soc END,,CHEQC81
